Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Baychester,40.866858107252696,-73.83579759808117,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
Baychester,40.866858107252696,-73.83579759808117,ALDI Food Market,40.8632116,-73.8349391,Supermarket
Baychester,40.866858107252696,-73.83579759808117,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
Baychester,40.866858107252696,-73.83579759808117,Dunkin',40.86321156516152,-73.834300472422,Donut Shop
Baychester,40.866858107252696,-73.83579759808117,Chuck E. Cheese,40.863089,-73.833352,Arcade
Baychester,40.866858107252696,-73.83579759808117,TGI Fridays,40.8631567,-73.8338828,American Restaurant
Baychester,40.866858107252696,-73.83579759808117,Men's Wearhouse,40.86918,-73.83094,Men's Store
Baychester,40.866858107252696,-73.83579759808117,Astor Little League,40.86567942700178,-73.83561444791782,Baseball Field
Baychester,40.866858107252696,-73.83579759808117,City Island Express,40.8652765528259,-73.83723984884907,BBQ Joint
Baychester,40.866858107252696,-73.83579759808117,Clean Rite Center,40.86912050760486,-73.833845445115,Laundromat
Baychester,40.866858107252696,-73.83579759808117,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store
Baychester,40.866858107252696,-73.83579759808117,NYCTA Gun Hill Bus Depot,40.8657830255557,-73.8320706829223,Bus Station
Pelham Parkway,40.857413498088654,-73.85475564017999,Peach Wave,40.85605141607515,-73.85570606675319,Frozen Yogurt Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,Venezia Pizzeria,40.85981175200528,-73.85522374820728,Pizza Place
Pelham Parkway,40.857413498088654,-73.85475564017999,Enzo's,40.854232311821725,-73.85436243306151,Italian Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,Mr. Q's Chinese Restaurant,40.85579022389548,-73.8554550059393,Chinese Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,Sorrento Pizzeria,40.85438866680259,-73.85451988387852,Pizza Place
Pelham Parkway,40.857413498088654,-73.85475564017999,Dunkin',40.85638280761504,-73.85615916190761,Donut Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,Kiraku Hibachi & Sushi,40.853356006929786,-73.85362862246855,Sushi Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,Liberty Donut & Coffee Shop,40.85533922011825,-73.85533281832504,Coffee Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,Carvel Ice Cream,40.85513927086455,-73.85521660946328,Ice Cream Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,Bronx house,40.8566890843586,-73.86046675741161,Performing Arts Venue
Pelham Parkway,40.857413498088654,-73.85475564017999,Pasta Pasta,40.85478806485715,-73.85492881053774,Italian Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,SUBWAY,40.85447023103968,-73.85484845781009,Sandwich Place
Pelham Parkway,40.857413498088654,-73.85475564017999,Shell,40.8557372,-73.85518217,Gas Station
Pelham Parkway,40.857413498088654,-73.85475564017999,MTA Subway - Pelham Parkway (5),40.8587404743788,-73.85560769910067,Metro Station
Pelham Parkway,40.857413498088654,-73.85475564017999,"MTA MaBSTOA Bus at Pelham Parkway & Williamsbridge Rd: (Bx8, Bx12 & +Select [SBS])",40.857588965994786,-73.85681970849723,Bus Station
Pelham Parkway,40.857413498088654,-73.85475564017999,XO Cigar Lounge,40.856154832731505,-73.85581326762136,Smoke Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,MTA Bus - Bx8,40.85775844402337,-73.85654548616257,Bus Station
Pelham Parkway,40.857413498088654,-73.85475564017999,Fresh Tortillas (Tex-Mex Express) & Japanese Restaurant,40.85600510798996,-73.8556898225425,Food
Pelham Parkway,40.857413498088654,-73.85475564017999,Ana's Bakery & Cafe,40.85612342,-73.8558448,Bakery
Pelham Parkway,40.857413498088654,-73.85475564017999,Fresh Tortillas,40.85598720535106,-73.85563665121843,Mexican Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,Williamsbridge Wines & Liqour,40.854553495448826,-73.85489463035827,Liquor Store
Pelham Parkway,40.857413498088654,-73.85475564017999,Dr. Slamowits - Opthamology,40.857346904533124,-73.85060438707785,Eye Doctor
Pelham Parkway,40.857413498088654,-73.85475564017999,B-Well Studio,40.854107025311755,-73.85398127352735,Gym / Fitness Center
City Island,40.847246704918135,-73.78648845267412,City Island Diner,40.847237825113424,-73.78624488983156,Diner
City Island,40.847246704918135,-73.78648845267412,Lickety Split Ice Cream,40.84676548172612,-73.7864031834924,Ice Cream Shop
City Island,40.847246704918135,-73.78648845267412,Artie's Steak and Seafood,40.849542144998146,-73.78731730033616,Italian Restaurant
City Island,40.847246704918135,-73.78648845267412,Bistro SK,40.84638676701103,-73.78626182722242,French Restaurant
City Island,40.847246704918135,-73.78648845267412,Crab Shanty,40.84880668044417,-73.78721145699679,Seafood Restaurant
City Island,40.847246704918135,-73.78648845267412,Black Whale,40.846397849807644,-73.78643822317905,American Restaurant
City Island,40.847246704918135,-73.78648845267412,Seafood City,40.85096727524957,-73.7897782218804,Seafood Restaurant
City Island,40.847246704918135,-73.78648845267412,Amadiz Cigars,40.85136377651722,-73.78848053398241,Smoke Shop
City Island,40.847246704918135,-73.78648845267412,The Snug,40.84719881133644,-73.78646581041706,Bar
City Island,40.847246704918135,-73.78648845267412,City Island Nautical Museum,40.847624203536704,-73.78450645059519,History Museum
City Island,40.847246704918135,-73.78648845267412,Starving Artist Cafe & Gallery,40.84542005194321,-73.78580638915213,Music Venue
City Island,40.847246704918135,-73.78648845267412,Chase Bank,40.8441147,-73.7855402,Bank
City Island,40.847246704918135,-73.78648845267412,Baskin-Robbins,40.849679,-73.787202,Ice Cream Shop
City Island,40.847246704918135,-73.78648845267412,Filomena's Pizza & Pasta,40.846745636130926,-73.78618942327299,Pizza Place
City Island,40.847246704918135,-73.78648845267412,Papa John's Deli,40.847668423346974,-73.78668057425612,Deli / Bodega
City Island,40.847246704918135,-73.78648845267412,City Island Pharmacy,40.846941590670994,-73.78637041292833,Pharmacy
City Island,40.847246704918135,-73.78648845267412,Dan's Parent's House,40.845095,-73.785788,Thrift / Vintage Store
City Island,40.847246704918135,-73.78648845267412,Robots & Rayguns,40.845016,-73.785885,Thrift / Vintage Store
City Island,40.847246704918135,-73.78648845267412,Ambrosia Park,40.8441821465368,-73.78531806941565,Park
City Island,40.847246704918135,-73.78648845267412,Fenton Marine,40.848641,-73.78247,Harbor / Marina
City Island,40.847246704918135,-73.78648845267412,Rays Cafe Resturant,40.84389507361973,-73.78532230854034,Spanish Restaurant
City Island,40.847246704918135,-73.78648845267412,Boatmax,40.843446954938514,-73.78383012304349,Harbor / Marina
City Island,40.847246704918135,-73.78648845267412,Stuyvesant Yacht Club,40.843405404239135,-73.78918438009727,Harbor / Marina
Bedford Park,40.870185164975325,-73.8855121841913,E. Mosholu Parkway South and Bainbridge Ave,40.87224819764808,-73.88228625969055,Park
Bedford Park,40.870185164975325,-73.8855121841913,My Place Family Pizza,40.86926155772971,-73.88947570131111,Pizza Place
Bedford Park,40.870185164975325,-73.8855121841913,Bedford Park Gourmet Deli,40.86800966320367,-73.8842049508711,Deli / Bodega
Bedford Park,40.870185164975325,-73.8855121841913,National Restaurant & Coffee,40.87300715055455,-73.88908200028848,Diner
Bedford Park,40.870185164975325,-73.8855121841913,Jolly Tinker,40.86745127461597,-73.88353583600046,Bar
Bedford Park,40.870185164975325,-73.8855121841913,Webster Cafe,40.86728998621904,-73.8836194832744,Diner
Bedford Park,40.870185164975325,-73.8855121841913,Madden's Pub,40.87298848588746,-73.88869859193673,Pub
Bedford Park,40.870185164975325,-73.8855121841913,Nick's Garden Coffee Shop,40.86773006303234,-73.88341474664401,Diner
Bedford Park,40.870185164975325,-73.8855121841913,Jerome's Pizza,40.87310727496674,-73.88904984641387,Pizza Place
Bedford Park,40.870185164975325,-73.8855121841913,Las Maravillas De Mexico,40.87313535316203,-73.88901886539281,Mexican Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,SUBWAY,40.86707918290112,-73.88381382835837,Sandwich Place
Bedford Park,40.870185164975325,-73.8855121841913,OK Mr. Pancho,40.86712,-73.88353101,Mexican Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Bedford Cafe Restaurant,40.87341387211989,-73.88919548256142,Diner
Bedford Park,40.870185164975325,-73.8855121841913,Pioneer Cherry Valley Marketplace,40.866898214837654,-73.88382629206778,Supermarket
Bedford Park,40.870185164975325,-73.8855121841913,CTown Supermarkets,40.873934575808164,-73.8840049558067,Supermarket
Bedford Park,40.870185164975325,-73.8855121841913,Choi Yuan - Chinese Restaurant,40.873077802879685,-73.88908621196552,Chinese Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Family Dollar,40.86706540574046,-73.88405259376377,Discount Store
Bedford Park,40.870185164975325,-73.8855121841913,Dunkin',40.873236,-73.88584634606862,Donut Shop
Bedford Park,40.870185164975325,-73.8855121841913,Hung Hing Chinese Restaurant,40.871181206606806,-73.88675855253665,Chinese Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,SUBWAY,40.872585858388554,-73.8896375901331,Sandwich Place
Bedford Park,40.870185164975325,-73.8855121841913,Metro North - Botanical Garden Train Station,40.867468425056806,-73.88145364946986,Train Station
Bedford Park,40.870185164975325,-73.8855121841913,La Rola Resturant,40.86621609620156,-73.88613344698695,Spanish Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Bedford Pizza,40.867731972856994,-73.88408353719713,Pizza Place
Bedford Park,40.870185164975325,-73.8855121841913,Mi Favorita,40.86862002224549,-73.88222309628317,Deli / Bodega
Bedford Park,40.870185164975325,-73.8855121841913,Mary's Cleaners,40.868588906256214,-73.88216567498607,Dry Cleaner
Bedford Park,40.870185164975325,-73.8855121841913,New Xing Wang Chinese Restaurant,40.86887509532327,-73.8893546904054,Chinese Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Bx26 Bus Stop,40.86730264686732,-73.88348061846702,Bus Station
Bedford Park,40.870185164975325,-73.8855121841913,The Bronx Mini Deli,40.8695555611185,-73.88975662436378,Deli / Bodega
Bedford Park,40.870185164975325,-73.8855121841913,A&M Deli Grocery,40.86947501666667,-73.8898592,Convenience Store
Bedford Park,40.870185164975325,-73.8855121841913,243 Valentine Discount,40.8686568706607,-73.88995759103315,Convenience Store
Bedford Park,40.870185164975325,-73.8855121841913,Elegant Laundromat,40.872221422618445,-73.88966235299495,Laundromat
Bedford Park,40.870185164975325,-73.8855121841913,Leroy Pharmacy,40.868506347762704,-73.89004946144176,Pharmacy
Bedford Park,40.870185164975325,-73.8855121841913,Whitecastle,40.86636438733783,-73.886282739298,Burger Joint
Bedford Park,40.870185164975325,-73.8855121841913,Frisch Field,40.868608611572064,-73.88068419969964,Baseball Field
Bedford Park,40.870185164975325,-73.8855121841913,Styles Barbershop,40.871678,-73.890759,Health & Beauty Service
Bedford Park,40.870185164975325,-73.8855121841913,Mei Mei Restaurant,40.869841,-73.891253,Food
Bedford Park,40.870185164975325,-73.8855121841913,MTA New York City Bus & Bee Line - Bx10/Bx26/Bx28/Routes 4/20/20X/21LTD @ Bedford Park Blvd & Jerome Avenue,40.873431830270626,-73.88940811157227,Bus Station
Bedford Park,40.870185164975325,-73.8855121841913,Burgers On Wheels,40.86621821300036,-73.88279730832807,Food Truck
University Heights,40.85572707719664,-73.91041596191309,Liberato,40.85374410338502,-73.90796581959464,Latin American Restaurant
University Heights,40.85572707719664,-73.91041596191309,Accra Resturant,40.85387109221504,-73.90842103412992,African Restaurant
University Heights,40.85572707719664,-73.91041596191309,Wingstop,40.8540931012956,-73.90789897469828,Wings Joint
University Heights,40.85572707719664,-73.91041596191309,Chase Bank,40.854087,-73.907631,Bank
University Heights,40.85572707719664,-73.91041596191309,Dunkin',40.85366861038346,-73.9088444111942,Donut Shop
University Heights,40.85572707719664,-73.91041596191309,Subway,40.85388737046262,-73.90728484194736,Sandwich Place
University Heights,40.85572707719664,-73.91041596191309,Bravo Supermarkets,40.85393565221245,-73.91414402326542,Grocery Store
University Heights,40.85572707719664,-73.91041596191309,Domino's Pizza,40.8545414547471,-73.90703652800767,Pizza Place
University Heights,40.85572707719664,-73.91041596191309,Food Dynasty,40.8537718778922,-73.90926718711853,Supermarket
University Heights,40.85572707719664,-73.91041596191309,Au Bon Pain,40.858061919548035,-73.91203969692151,Bakery
University Heights,40.85572707719664,-73.91041596191309,Papa John's Pizza,40.85242931692707,-73.90897612147847,Pizza Place
University Heights,40.85572707719664,-73.91041596191309,McDonald's,40.85433587445503,-73.907281011343,Fast Food Restaurant
University Heights,40.85572707719664,-73.91041596191309,Univerisity Pizza Burnside,40.854169230895295,-73.91247029035081,Pizza Place
University Heights,40.85572707719664,-73.91041596191309,Foot Locker,40.853495,-73.907049,Shoe Store
University Heights,40.85572707719664,-73.91041596191309,NO.1 Chinese Restaurant,40.85562919771903,-73.91399171283997,Chinese Restaurant
University Heights,40.85572707719664,-73.91041596191309,1925 Laundromat,40.85384005772013,-73.91299848365682,Laundromat
University Heights,40.85572707719664,-73.91041596191309,Rite Aid,40.8537108,-73.906076,Pharmacy
University Heights,40.85572707719664,-73.91041596191309,Hall of Fame for Great Americans,40.858679144464936,-73.91449458730676,History Museum
University Heights,40.85572707719664,-73.91041596191309,Kennedy Fried Chicken & Pizza,40.85226837959625,-73.91069623930203,Fried Chicken Joint
University Heights,40.85572707719664,-73.91041596191309,Skyline Deli,40.85417876,-73.91460078333333,Deli / Bodega
University Heights,40.85572707719664,-73.91041596191309,Valencia Bakery,40.852499464991645,-73.90829062323233,Bakery
University Heights,40.85572707719664,-73.91041596191309,Paradise Deli,40.854175,-73.915421,Food
University Heights,40.85572707719664,-73.91041596191309,Renovation Unisex Beauty Salon,40.854272512345744,-73.91549015883658,Cosmetics Shop
University Heights,40.85572707719664,-73.91041596191309,Augie Deli & Grocery,40.854238287221364,-73.91577147499775,Convenience Store
University Heights,40.85572707719664,-73.91041596191309,Delgado Restaurant,40.853444,-73.915434,Food
Morris Heights,40.847897926062714,-73.91967159119567,Yoly Restaurant,40.8460420585989,-73.91971559956264,Spanish Restaurant
Morris Heights,40.847897926062714,-73.91967159119567,My Pizza,40.849670435102155,-73.91681699790597,Pizza Place
Morris Heights,40.847897926062714,-73.91967159119567,Rite Aid,40.845969,-73.918525,Pharmacy
Morris Heights,40.847897926062714,-73.91967159119567,CTown Supermarkets,40.84921753311762,-73.91694343560889,Grocery Store
Morris Heights,40.847897926062714,-73.91967159119567,Chimi Spot,40.84433034490955,-73.92322333453816,Food Truck
Morris Heights,40.847897926062714,-73.91967159119567,Chase Bank,40.850381,-73.916217,Bank
Morris Heights,40.847897926062714,-73.91967159119567,AgapeITnyc,40.846928,-73.91808,IT Services
Morris Heights,40.847897926062714,-73.91967159119567,El Taco Loco,40.84885725267238,-73.91725842509227,Burrito Place
Morris Heights,40.847897926062714,-73.91967159119567,Fine Fare Supermarket,40.84606066933297,-73.91772345348363,Grocery Store
Morris Heights,40.847897926062714,-73.91967159119567,Yanira Hair Specialist,40.849622,-73.91687845,Cosmetics Shop
Morris Heights,40.847897926062714,-73.91967159119567,Mamajuana,40.84493820832462,-73.92094991614259,Latin American Restaurant
Morris Heights,40.847897926062714,-73.91967159119567,Plimpton Ave Park,40.84402118374983,-73.92190865896139,Playground
Morris Heights,40.847897926062714,-73.91967159119567,"MTA MaBSTOA Bus at University Avenue / E. Grant Highway (Cross Bx Expwy): (Bx3, Bx11, Bx13, Bx35, Bx36)",40.84427926256072,-73.92275257836698,Bus Station
Morris Heights,40.847897926062714,-73.91967159119567,China Wok Chinese Restaurant,40.845207224626876,-73.91521458342721,Chinese Restaurant
Fordham,40.86099679638654,-73.89642655981623,Fresh Frutii,40.86172173610795,-73.89868241533442,Juice Bar
Fordham,40.86099679638654,-73.89642655981623,188 Bakery Cuchifritos,40.861601957429656,-73.89831076218098,Latin American Restaurant
Fordham,40.86099679638654,-73.89642655981623,Pollo Campero,40.86096,-73.897599,Fried Chicken Joint
Fordham,40.86099679638654,-73.89642655981623,Corky's,40.8633837630958,-73.89651501651548,Diner
Fordham,40.86099679638654,-73.89642655981623,Paradise Theater,40.86049894842506,-73.89846324920653,Music Venue
Fordham,40.86099679638654,-73.89642655981623,Blink Fitness Fordham,40.85939854209763,-73.89844296398725,Gym
Fordham,40.86099679638654,-73.89642655981623,Best Italian Pizza,40.86247494823356,-73.89689810209401,Pizza Place
Fordham,40.86099679638654,-73.89642655981623,Fordham Restaurant,40.86273352895031,-73.89677774336448,Diner
Fordham,40.86099679638654,-73.89642655981623,Blink Fitness,40.859481537820926,-73.89851990466835,Gym / Fitness Center
Fordham,40.86099679638654,-73.89642655981623,Primavera Cafe,40.86200374119285,-73.89153741654775,Café
Fordham,40.86099679638654,-73.89642655981623,GameStop,40.86180167608591,-73.89228274839579,Video Game Store
Fordham,40.86099679638654,-73.89642655981623,Gap Outlet,40.86207189310108,-73.89501775851146,Clothing Store
Fordham,40.86099679638654,-73.89642655981623,Lucille Roberts,40.8621123,-73.8998182,Gym
Fordham,40.86099679638654,-73.89642655981623,Pizza,40.861323826126785,-73.89146770539735,Pizza Place
Fordham,40.86099679638654,-73.89642655981623,North End Wine and Liquor Store,40.86113092660031,-73.89202352931063,Liquor Store
